Headline,Body ID,Stance
Nicaragua says meteorite probable cause of blast in capital,1913,discuss
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',1938,unrelated
'Feminist' Lana 'Aborts Baby Because It's A Boy' And Is Surprised By Backlash,524,unrelated
Islamic State 'training pilots to fly fighter jets',651,unrelated
Josh Paler Lin Gives A Homeless Man $100 And Follows Him To See How He Spends It,1820,unrelated
Google to Buy Redwood City Offices for $585M,1476,unrelated
After ISIS trick mum into eating son - 5 other reluctant cannibals including those forced to eat own body parts,2349,unrelated
HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,2419,unrelated
"Boko Haram Denies Ceasefire, Says Kidnapped Girls Are Now Married",171,unrelated
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,1899,unrelated
Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,1833,agree
Christian Bale Won't Play Steve Jobs After All,2455,discuss
eBay developing Apple Watch software with ties to iOS app,952,discuss
Islamic State flying three jets in Syria: monitor,2035,unrelated
ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi,2184,unrelated
ISIS Militants Allegedly Contracted Ebola,1873,unrelated
Report: HBO Now coming to Apple TV next month,2434,unrelated
"Video showing American journalist beheaded believed real, officials and family say",1009,unrelated
"Soon Marijuana May Lead to Ticket, Not Arrest, in New York",93,unrelated
Boko Haram denies ceasefire claim by Nigeria's government,171,unrelated
CNN Plays Alleged Recording of Michael Brown Shooting,1808,unrelated
Soldier shot at War Memorial; multiple shots fired in Parliament,2272,unrelated
Has Ebola infected Isis militants in Mosul?,568,unrelated
'Sex attacker' has penis cut off with a cleaver in India,1042,unrelated
"No, Banksy has not been arrested (sigh)",1437,unrelated
Christian Bale to Play Steve Jobs in New Movie,571,unrelated
Report: Possible audio tape of Michael Brown shooting,2317,discuss
Islamic State militants claim to behead missing American journalist,2304,unrelated
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,2403,discuss
"Despite no Ebola case in Kansas City, the rumor goes viral",1349,unrelated
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,844,unrelated
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",7,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,2526,unrelated
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",1245,agree
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,872,discuss
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1403,unrelated
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,11,unrelated
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,472,unrelated
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,1109,agree
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,205,discuss
'Jihadi John': Isis fighter named as Mohammed Emwazi from west London,1939,discuss
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,72,unrelated
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,1821,unrelated
Strange mark turns out to be tropical spider burrowing under vacationer's skin,1606,unrelated
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',2299,unrelated
Not coming to a store near you: The pumpkin spice condom,1164,unrelated
"U.S. accidentally delivered weapons to the Islamic State by airdrop, militants say",2213,unrelated
"Tropical spider burrows under man's skin, lives there for three days",1848,unrelated
Meet the 17-Year-Old Who Made $72 Million During His High-School Lunch Breaks,1987,discuss
A bunch of cool health features were cut from the Apple Watch at the last minute,2307,unrelated
Ferguson riots: audio may have captured Michael Brown shooting,1817,discuss
Meteorite leaves crater in Nicaraguan capital Managua,1071,unrelated
"No, Banksy hasn’t been arrested",2412,unrelated
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1883,unrelated
Bali spider burrows under Aussie’s chest,1210,unrelated
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,2181,disagree
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,1303,unrelated
"North Korean leader Kim Jong-un not missing, just having ankle surgery",554,discuss
Google Grows With $1.6 Billion in California Office Deals,527,unrelated
Would you take a bite out of the world's oldest burger? Men keep Quarter Pounder they bought 20 YEARS ago for a friend who never showed up to meet them,1195,unrelated
Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,585,unrelated
New Audio Allegedly Captures Moment Michael Brown Was Shot,467,unrelated
Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,1427,unrelated
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1271,unrelated
"Feminist Aborts Baby For Being A Boy, Shocked People Don’t Approve",2526,discuss
What One Homeless Man Does with $100 Will Astonish You (VIDEO),359,unrelated
Nun complains of stomach pains... and GIVES BIRTH: Sister who had 'no idea' she was pregnant has a baby boy at hospital in Italy,2192,unrelated
URGENT: ISIS kills 300 Iraqi soldiers by chlorine gas attack in Saqlawiyah,969,agree
Ebola Scare in Kansas City,570,unrelated
Iraqi media says ISIS militants have contracted Ebola,2003,discuss
Here Are Microsoft's New Robot Security Guards,1368,unrelated
"Jose Canseco injured in accidental shooting, per reports",1154,discuss
"Whoa, Paul Rudd Was One of the Airport Heroes Who Took Down the Homophobe",118,agree
Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon',2042,unrelated
Boko Haram denies it has agreed ceasefire,1681,discuss
Congressman: ‘At least 10 ISIS fighters’ caught trying to cross into US,130,unrelated
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,2345,discuss
"North Korean leader Kim Jong Un had ankle surgery, report says",1972,discuss
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",684,discuss
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1603,unrelated
Cameron vows to hunt down IS 'monsters' after Haines murder,1802,unrelated
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,539,unrelated
Islamic State accused of using chlorine gas on Iraqi soldiers,956,discuss
Missing American journalist reportedly beheaded by Islamic State ,311,discuss
WHO says reports of suspected Ebola cases in Iraq are untrue,1904,discuss
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,311,unrelated
Star Wars VII for a New SUMMER Release Date!?,570,unrelated
KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,1339,unrelated
"NASA: Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness???",2413,discuss
Christian Bale to play Steve Jobs in upcoming biopic,2192,unrelated
$YUM Serving Up #Marijuana & Fried Chicken,2477,unrelated
"Israel opens dams, floods Gaza",1461,unrelated
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,1549,unrelated
Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,2036,unrelated
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",2261,unrelated
"A message from Jim's mom, Diane Foley:",2261,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,1288,discuss
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,2192,unrelated
Boko Haram Denies Nigeria Cease-Fire Claim,821,unrelated
"North Korean leader Kim Jong-un’s mystery illness actually two broken ankles, newspaper says",1001,discuss
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,298,unrelated
KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,2314,unrelated
"Report: new 12-inch MacBook Air slims down, has single USB port",45,unrelated
Militant Group Says It Killed American Journalist in Syria,2525,unrelated
Sugarhill Gang Rapper Big Bank Hank Dies at 57,2035,agree
Christian Bale quits Steve Jobs movie,1368,unrelated
Boko Haram denies ceasefire claim by Nigeria's government,298,unrelated
A Wanted Man Responded To A Police Facebook Post That He Would Turn Himself In,550,unrelated
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1056,disagree
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,2184,unrelated
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",1009,unrelated
"Hundreds of dog-lovers from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow, toy, bowl and favourite food",1198,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1549,unrelated
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",562,unrelated
Another American hostage at risk by Islamic state,2304,unrelated
"Analyst: Apple Watch Edition Could Cost $5,000",761,unrelated
What Glenn Beck Fears May Be Done With the 11 Missing Jets,2162,discuss
"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",698,unrelated
Crazy iPhone rig shows how Chinese workers manipulate App Store rankings,281,unrelated
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,1877,unrelated
After ISIS trick mum into eating son - 5 other reluctant cannibals including those forced to eat own body parts,2219,discuss
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,687,unrelated
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",1295,unrelated
Christian Bale in Talks to Play Steve Jobs (Exclusive),1157,discuss
Star Wars: The Force Awakens to be released this summer?,251,unrelated
Met police denies reports of Banksy arrest,1437,unrelated
"Islamic State Training Pilots in Military Jets, Monitors Say",1368,unrelated
"Jihadi John named as Mohammed Emwazi, from west London",2349,agree
"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",77,unrelated
"Bosnia: Seven underage girls return from five day school trip, pregnant",1277,unrelated
"Tropical spider burrows under man's skin, lives there for three days",2115,unrelated
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,2022,unrelated
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,1871,unrelated
Kevin Vickers Hailed As Hero For Reportedly Shooting Gunman Inside Parliament,2104,unrelated
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,781,discuss
Robert Plant Literally Ripped Up An $800 Million Contract To Reunite Led Zeppelin,1760,unrelated
"Boko Haram claims to have German hostage, denies ceasefire",2045,unrelated
British rapper a suspect in ISIS beheading,760,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1385,unrelated
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1361,unrelated
That's one way to get through security! Frustrated traveller strips completely NAKED at airport to pass through metal detectors,1651,unrelated
"Iraq claims ISIS leader al-Baghdadi’s wife has NOT been arrested, despite Lebanon insisting woman detained at border told them she was Islamist extremist’s spouse",1913,unrelated
Killing in the name of! Kim Jong-un launches attack on others named 'Kim Jong-un',734,unrelated
Man discovers spider living under his skin during Bali vacation,1708,unrelated
ISIS Militant “Jihadi John” Identified As Young West Londoner,472,unrelated
"Man chops off his own penis, throws it in the trash after getting dumped for bad bedroom skills",40,unrelated
ISIS fighters ‘have contracted Ebola’,2025,discuss
New Audio Allegedly Captures Moment Michael Brown Was Shot,1786,unrelated
Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,1024,unrelated
Viral Photo Shows How Chinese Workers Are Used to Manipulate App Store Rankings,23,unrelated
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1500,unrelated
Nigeria and Boko Haram 'agree ceasefire and girls' release',1003,unrelated
WSJ: Apple cut watch health features due to erratic sensors,821,unrelated
"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",2088,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,2197,unrelated
"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model",45,unrelated
"Tropical spider burrows under man's skin, lives there for three days",2443,unrelated
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1917,unrelated
